1	北京	115.8061111	40.48138889	佛峪口
2	北京	115.8980556	40.51166667	下板泉
3	北京	115.9675	40.52166667	石京龙
4	北京	115.9416667	40.14583333	溜石港
5	北京	116.0197222	40.19361111	白羊城
6	北京	116.08	40.08916667	车耳营
7	北京	115.7530556	40.09055556	向阳口
8	北京	115.582359	40.01055294	柏峪
9	北京	115.5597222	39.86416667	黄塔
10	北京	115.8252778	39.92638889	大台
11	北京	115.8825	39.78777778	西安
12	北京	115.8302778	39.76888889	南窖
13	北京	115.8844444	39.82	佛子庄
14	北京	115.7630556	39.88527778	大安山
15	北京	115.8822222	39.86472222	陈家坟
16	北京	115.8727778	39.77694444	北窖
17	北京	115.5477778	39.77972222	蒲洼
18	北京	115.5238889	39.78222222	花台
19	北京	116.7163889	40.45222222	西沙地
20	北京	116.7558333	40.46333333	小石尖
21	北京	116.7919444	40.48111111	北白岩
22	北京	117.1297222	40.4225	锥峰山
23	北京	117.0188889	40.63138889	半城子水库
24	北京	116.9163889	40.67194444	下营村防火队
25	北京	117.1116667	40.65888889	上甸子
26	北京	116.6111111	40.70722222	鸽子堂
27	北京	116.5922222	40.92111111	中榆树店
28	河北	114.2158333	37.63027778	白草坪水库
29	河北	114.9583333	38.19138889	东侯坊
30	河北	114.9644444	38.20555556	城关
31	河北	114.3797222	38.61222222	口头水库
32	河北	115.19111	38.159443	深泽滹沱河大桥
33	河北	114.10139	38.455	葫芦峪
34	河北	113.85472	38.358055	下槐
35	河北	114.40139	37.8025	八一水库
36	河北	115.23944	37.81472	枣营
37	河北	115.09	37.87361	河头
38	河北	115.056946	38.104443	槐树
39	河北	114.86417	38.040833	河道
40	河北	114.31861	38.00833	西山森林公园
41	河北	114.08806	38.0475	井陉驾校
42	河北	118.65	39.833332	东安各庄
43	河北	118.53555	39.435	兰坨里
44	河北	118.865	39.49167	汀流河
45	河北	118.657776	40.06778	潘营
46	河北	118.8	39.983334	夏官营
47	河北	118.41472	39.33139	二场六队
48	河北	118.3313	39.204166	七农场
49	河北	119.308334	40.10139	寨里庄
50	河北	119.09139	39.802223	柳河山庄
51	河北	118.91389	39.90333	卢龙镇田家仙河  
52	河北	118.867226	39.85	卢龙镇马台子
53	河北	119.02472	39.810833	刘田各庄
54	河北	118.98278	40.00778	陈官屯镇大刘庄 
55	河北	118.93222	40.068333	潘庄镇
56	河北	118.861115	39.803055	石门镇霍家沟
57	河北	118.96222	39.890278	下寨
58	河北	119.20306	40.39528	大巫岚
59	河北	119.08	40.32639	朱杖子
60	河北	119.15889	40.33389	双山子
61	河北	119.19972	40.113	隔河头
62	河北	118.76639	40.383057	八道河
63	河北	119.41778	40.15361	祖山
64	河北	118.946945	40.383057	青龙镇
65	河北	119.40278	40.49	木头櫈镇
66	河北	118.835556	40.269444	肖营子镇
67	河北	119.047775	39.599445	马坨店
68	河北	115.01556	37.2813	巨鹿县沙井
69	河北	115	37.24	巨鹿县西张庄
70	河北	115.29	37.49	新河县申家庄
71	河北	115.39	41.4	平定堡
72	河北	115.53833	41.733612	高山堡
73	河北	115.48361	41.441113	西辛营
74	河北	115.791664	41.702778	闪电河
75	河北	114.9813	41.56167	九连城
76	河北	114.18278	40.67611	西洋河水库
77	河北	114.42917	40.6113	水闸屯大桥
